entry,lep_pt_0,lep_pt_1,lep_pt_2,lep_pt_3,lep_eta_0,lep_eta_1,lep_eta_2,lep_eta_3,lep_phi_0,lep_phi_1,lep_phi_2,lep_phi_3,lep_E_0,lep_E_1,lep_E_2,lep_E_3,lep_charge_0,lep_charge_1,lep_charge_2,lep_charge_3,lep_type_0,lep_type_1,lep_type_2,lep_type_3,lep_z0_0,lep_z0_1,lep_z0_2,lep_z0_3,lep_sigd0_0,lep_sigd0_1,lep_sigd0_2,lep_sigd0_3,lep_ptconerel_0,lep_ptconerel_1,lep_ptconerel_2,lep_ptconerel_3,lep_etconerel_0,lep_etconerel_1,lep_etconerel_2,lep_etconerel_3,min_mll,mZ1,mZ2,mllll,totalWeight
539,58.28496484375,41.86554296875,29.967564453125,26.95709765625,-0.06213958,0.98689574,0.027727416,-0.49425545,-3.0338027,1.6734992,-2.2632213,-0.4570581,58.397625,63.9627890625,29.979271484375,30.317513671875,1,-1,1,1,13,13,13,13,-0.067539215,0.021671295,-76.93059,1.137207,0.30866417,0.52601904,54.29865,29.132923,0.0,0.025266066,0.0,0.31426665,-0.007188667,0.009214418,-0.0077044806,-0.01554289,74.24083526686087,88.57714377347233,47.09192309899563,170.55647975453184,0.17246390215724042
540,103.111375,32.701267578125,22.365353515625,7.264376953125,-0.7864161,-0.28906316,-1.5389864,-2.0586753,2.1024253,-0.8285638,-2.1442695,-1.432082,136.673546875,34.0771875,54.5096484375,28.923865234375,-1,1,1,-1,13,13,13,11,0.03264618,-0.001914978,0.03908539,-2.0736198,0.73987913,6.3643184,3.3267064,3.5020344,0.0,0.0,0.0,0.0,0.006642829,0.079543434,-0.0055018123,0.31394958,89.73466327618405,119.12160015308805,11.129915976727391,173.4059582418837,0.10947428480188354
541,99.71453125,51.3921796875,40.61714453125,7.0280849609375,0.04757489,-1.5287516,-1.2917796,-0.9216944,1.5733775,0.63713676,-2.4211712,2.5886946,99.827453125,124.0921484375,79.488609375,10.230748046875,1,-1,1,1,13,13,13,11,-123.94914,-0.08570862,-0.018222809,-0.15789032,223.81577,1.556391,0.781138,2.9111135,0.0,0.0,0.0,0.30869877,0.0070998236,0.013688191,-0.017479561,0.025491823,91.93996404198289,140.61227793180458,21.050853389564132,230.25383216824915,0.23875694258603275
542,43.2438125,39.356703125,12.7029716796875,11.4762568359375,-2.024763,-1.1219387,2.0778923,-0.73213315,-1.3643979,1.6263968,-0.6108659,2.9327435,166.625828125,66.8366171875,51.52839453125,14.691869140625,1,-1,-1,1,13,13,11,11,-0.12534332,0.02495575,-12.266418,-0.02242279,0.4431221,0.13285343,1.7684058,0.66573304,0.0,0.08771554,0.17299893,0.40642425,-0.0055318368,-0.032119177,-0.055037666,0.0072766813,51.94800042754394,90.84721472040398,51.94800042754394,243.67331857795702,0.18688943439964953
543,52.222921875,41.551390625,12.233638671875,9.270806640625,1.1409839,0.84008217,1.1406052,-1.3548232,-2.5697477,0.037845884,2.9260852,0.60280746,90.06765625,57.09653515625,21.0928125,19.1633671875,-1,1,1,-1,13,13,13,13,0.014259338,-0.02147293,-0.0116119385,-0.6084862,3.500236,1.9834627,5.679559,5.8314686,0.047180478,0.0322658,0.10293366,0.19632958,-0.0028462203,0.0044356077,0.13258976,0.08141963,19.392931870865084,90.95900211995261,39.24040873255031,148.2192118144882,0.24673268149944455
544,45.05469921875,35.78684765625,9.7085771484375,9.1347666015625,-2.2165835,-1.1077871,1.4179727,-0.8245476,0.6951047,-2.7938735,1.6337777,-1.5509266,209.16440625,60.085140625,21.21809765625,12.4200029296875,-1,1,1,-1,13,13,13,11,0.039669037,-0.005218506,51.888905,82.18155,1.1149489,0.86895156,3.8101509,1.2227738,0.088552676,0.02800522,0.40235603,0.0,0.0036138094,-0.028486582,-0.14639345,-0.03773132,91.92822404866942,126.75304318345809,21.672381995511824,181.2382391632727,0.23400952031534475
545,48.7578046875,38.24719921875,25.117400390625,13.8531982421875,-1.151029,-0.33157766,0.047892947,-0.42128596,0.25019908,-3.0286412,-2.7377505,0.5920725,84.7839296875,40.36919140625,25.14643359375,15.100833984375,1,-1,1,-1,13,13,13,11,-0.023147583,-0.06481171,79.551544,155.3374,3.655667,6.0717716,60.46031,6.7286158,0.24296491,0.0,0.048721142,0.0,0.029615775,0.024808958,-0.02145647,-0.008640455,14.858244458506306,93.53227402613088,38.17802560677016,140.48666639687687,0.14988848973193142
546,31.623578125,30.31294140625,12.1511767578125,7.0430693359375,-0.86684084,-1.3750578,-1.1850961,0.5292221,-0.039441183,2.503662,-2.0411572,1.8805066,44.26775,63.7804921875,21.730666015625,8.0526025390625,-1,1,1,1,13,13,11,11,0.011047363,-0.03734207,-0.06755829,-56.631615,0.9539814,0.3213234,6.8168907,0.2881943,0.0,0.0,0.114695236,0.0,-0.017733388,0.026063323,-0.0029622905,0.5185321,61.27148220254795,61.27148220254795,24.744912422145543,92.70367269787553,0.3270790487502002
547,60.3335078125,35.290921875,8.4892451171875,7.23684521484375,-2.0771077,-2.431726,1.4769846,-0.16981857,1.7397933,-1.790913,3.000234,-1.298175,244.551125,202.32975,19.5596953125,7.34144580078125,-1,1,-1,1,13,13,13,11,-0.0002937317,-0.02268982,64.43822,0.06808472,0.82215357,0.7258148,1.3403779,1.6053636,0.0,0.0,0.0,0.5104489,0.005874406,0.007362678,-0.115964875,0.04918336,92.02818072941403,122.02103532908909,62.24139766153752,217.36396120960285,0.1549324964575183
548,53.12048046875,31.24387109375,25.95193359375,7.1128310546875,2.0772913,1.0282273,0.02084354,-0.5866015,2.1917377,-1.4639999,2.1116276,0.45946065,215.35271875,49.26771875,25.957787109375,8.3720947265625,-1,1,-1,-1,13,13,13,11,0.082141876,-0.041957855,100.74401,-20.9675,0.22013998,1.165061,231.9416,0.34598786,0.07666831,0.0,0.0,0.0,-0.008939391,-0.02694493,-0.025243783,0.07099166,63.14966068771915,90.60910952715886,21.6665313065829,166.60972965528202,0.18149642467670327
549,100.4721796875,42.65503125,38.55798828125,12.4976337890625,-0.048950225,0.0009702008,1.3294933,1.6586875,-0.6249727,-3.059325,0.027589612,-0.037530523,100.5926328125,42.65518359375,77.959296875,34.01123046875,-1,1,-1,-1,13,13,13,13,74.40802,-0.05926895,-0.014713287,8.375216,441.7371,1.2102146,0.74612945,9.336862,0.0,0.0,0.0,0.0,-0.005747653,0.015658807,-0.016782137,-0.00983316,62.90824477253854,122.87210721820799,7.402065079050301,210.47047850370865,0.14103150382327392
550,41.95993359375,40.9908203125,12.9157236328125,7.18465625,-0.17432453,-0.32948196,1.2487707,1.1288071,-1.6235583,1.2326546,-0.3906825,-0.2552788,42.5992421875,43.23609765625,24.365173828125,12.2691826171875,-1,1,-1,1,13,13,13,11,-0.116579056,-0.0052280426,-71.12506,-71.01274,2.3253849,1.4174122,2.3758779,0.24784462,0.0,0.0,0.0,0.0,-0.0150575945,5.8958274e-05,0.44780213,0.5252548,52.25656036708086,82.35468308019726,1.7471254480543816,117.8659625268488,0.2739161130387899
551,46.96119921875,43.28266796875,13.501322265625,11.3701279296875,-1.4513295,-2.195478,-0.13600354,-0.004661382,1.7126797,-0.628489,-2.71803,-1.3819818,105.7342421875,196.8409375,13.6263818359375,11.3707421875,1,-1,-1,1,13,13,11,13,0.14753056,-0.014675379,0.006193638,-0.012113333,1.3774136,1.7824248,3.4777248,6.211945,0.0,0.041779492,0.0,0.27707368,-0.010579207,-0.007844739,0.22588839,0.14579186,61.14166418448993,89.8597307642877,15.436548636090667,153.73412488300272,-0.3194241827595128
552,36.62930078125,34.07087109375,11.9117978515625,7.9155634765625,-1.2172537,0.26261318,-1.5491806,-0.49689502,-0.40429455,1.8174028,-0.018473633,2.653388,67.287015625,35.25265625,29.303412109375,8.9136572265625,1,-1,-1,1,13,13,13,13,0.038772583,0.09182739,96.1777,83.107025,1.0449585,0.73739606,33.73369,2.062893,0.0,0.0,0.0,0.0,-0.0073244777,0.015341954,-0.015865544,-0.046195485,10.61679762051453,85.31198573129544,21.707032339950064,110.82070357902263,0.2144065386472555
553,48.43881640625,45.538875,9.6911533203125,9.0116103515625,2.1036956,1.7219578,1.4180846,-0.8245391,-0.4426115,2.706153,1.6337483,-1.5511279,201.466984375,131.4750625,21.182126953125,12.252484375,1,-1,1,-1,13,13,13,11,-0.01033783,0.016235352,-39.301476,-9.002153,3.278045,3.438385,3.7278042,1.5256873,0.0,0.0,0.0,0.0,0.00051829487,0.029644636,-0.10059189,0.3794699,22.40286084606376,95.64885892259727,31.72214875511876,160.32680274096316,0.4395551697379667
554,54.3999921875,32.967953125,14.37572265625,8.165943359375,-0.87128085,-1.723638,1.1247267,0.8816433,-3.0686185,-0.5453714,2.8052385,2.733707,76.388140625,95.3318125,24.46854296875,11.5505908203125,-1,1,-1,1,13,13,13,11,0.03752899,-0.039432526,-0.24416733,1.7656441,2.2922058,2.4965312,3.94685,21.189373,0.0,0.0,0.52624834,1.7600211,0.004146438,0.0,0.17884019,0.03718025,88.84538528172094,95.57576806392223,43.04786125945871,165.87015531735446,0.12386212621411963
555,46.7121796875,31.655779296875,13.821677734375,7.81508740234375,0.09438199,-0.87629366,0.27057236,1.7800756,-0.35740137,2.860969,-2.877441,-0.14814295,46.9205078125,44.60792578125,14.331099609375,23.831833984375,1,-1,-1,1,13,13,13,11,0.067214966,-9.918213e-05,-44.101643,-43.43572,3.0864165,0.11905324,3.491828,1.4670993,0.0,0.0,0.0,0.0,-0.013841485,-0.020424893,0.09593516,0.0051241973,48.59236541917039,86.0948414941118,26.656327290855184,128.8696656564336,0.351803425223775
556,51.3720625,32.671591796875,11.611912109375,8.0027861328125,1.282363,2.3640225,-1.549166,-0.49634525,1.1141359,-2.4919,-0.018530501,2.6532876,99.72684375,175.245234375,28.565310546875,9.009587890625,1,-1,-1,1,13,13,13,13,-0.027065277,0.20886993,-30.235695,-43.341423,0.07734682,4.0363526,33.489616,1.9564521,0.0,0.0,0.0,0.0,-0.0019156998,-0.012267002,-0.05139906,-0.024115685,21.552613858958743,98.24954264306834,66.05395492584572,212.30647413533111,0.3118066778416891
557,45.11168359375,35.22233203125,11.3870859375,7.4285810546875,-0.6722143,0.6983573,1.0974344,1.5598863,-1.4508659,2.617028,0.25108668,-2.539128,55.69376953125,44.1662734375,18.960900390625,18.454533203125,1,-1,1,1,13,13,13,13,-0.008987427,0.046577454,-116.074905,-115.59485,0.9466,0.8036071,13.418006,7.614274,0.0,0.029715173,0.12203272,0.0,-0.013895119,0.0010842449,0.00819125,-0.020085441,22.476642522468776,92.57123909677183,18.61403964835517,130.17479241533144,0.2975928505367591
558,50.88077734375,41.2941484375,11.825359375,7.9170771484375,-0.7952877,-0.14810197,-1.5491525,-0.49641478,-2.54002,1.2072114,-0.018468153,2.6533163,67.8376328125,41.74798828125,29.090025390625,8.91339453125,-1,1,-1,1,13,13,13,13,-0.024862051,0.147089,21.214308,8.121106,2.5232155,1.5866817,34.014683,1.903447,0.0,0.0,0.0,0.0,0.013863378,-0.011213574,-0.025201326,-0.058488123,21.632513216944556,92.56427716474867,21.632513216944556,120.13111915779368,0.28629750140497123
559,54.3921953125,28.50960546875,13.286568359375,11.42010546875,-1.3992548,-0.06910338,0.5558025,1.039619,2.9366076,-1.7345543,0.44669586,-2.1594498,116.914984375,28.5778984375,15.3925283203125,18.16814453125,-1,1,1,-1,13,13,13,13,-0.031463623,0.031658173,-0.015148163,0.18427277,5.286822,1.5666295,2.1903486,0.549742,0.0,0.0,0.09980208,0.0,-0.014744586,0.0042502144,0.017680425,0.17794226,22.38059449872199,80.01318175353599,24.509663960990217,148.03073955232722,0.11467527637226788
560,59.049296875,41.8054921875,36.86833984375,28.27388671875,1.227085,-0.0417187,1.4295787,0.07027737,2.8493764,-1.7102504,-0.2557875,0.4282279,109.3716640625,41.84201171875,81.4117890625,28.34393359375,1,1,-1,1,13,13,13,13,-0.024143219,116.30249,0.04506111,149.5677,1.5276959,139.31563,0.17437136,181.2816,0.0,0.0,0.0,0.0,-0.016236128,-0.018682346,-0.008321227,-0.018572826,52.06308652389744,93.78127811218665,60.41500450780164,201.07761163572155,0.19578066007899392
561,33.25246875,32.96217578125,8.30613671875,7.064080078125,0.1010042,-1.0844054,1.1085293,-0.65313905,2.6870716,-0.56946534,-3.1185336,-0.2425576,33.4223984375,54.31819921875,13.9544736328125,8.625146484375,-1,1,1,1,13,13,13,11,0.015723705,0.028015614,-0.13704967,39.736702,0.28343618,0.32331336,3.041152,1.3742152,0.0,0.0,0.27790985,0.0,-0.008574619,-0.00011177251,-0.03144216,-0.15967771,19.151196425206678,78.09669733339243,21.562620632008233,104.91397491691369,0.3096782225082989
562,54.31925390625,36.89554296875,19.03194140625,12.1020595703125,-2.3793359,-1.4599348,-0.527631,-0.52458584,-0.14491104,-2.273052,2.3050427,2.2900674,295.777625,83.714765625,21.74342578125,13.8061875,1,-1,-1,1,13,13,13,13,-0.04845047,0.04006958,-0.12213135,-0.121292114,1.2127101,0.24653302,5.9216204,11.102812,0.0,0.0,0.87173814,1.9495256,-0.0069852355,-0.003405586,-0.0049632685,-0.0078053353,0.3175675584895665,91.32868790803838,38.02485817507827,159.0101789910419,0.3915926952976202
563,34.86500390625,34.096015625,9.3940361328125,7.41713623046875,0.12270342,-1.3455051,-0.3058922,1.3599764,-0.46462917,2.6394644,-2.1829484,-0.5225792,35.12795703125,69.906015625,9.8369736328125,15.4011865234375,-1,1,1,-1,13,13,11,13,-0.030029297,0.00705719,-34.298325,-28.6012,1.851649,0.026762426,9.902277,24.073626,0.0,0.0,0.0,0.0,0.0013127013,-0.013348033,-0.10526358,0.20403227,65.62280955582573,88.3778375417362,19.856075888303295,121.33568035067934,0.15138622876715246
564,42.33171875,35.9031328125,13.6640478515625,13.3257509765625,-1.9034586,-0.99081343,-1.1904424,-1.3605319,-1.5732449,1.6832343,-1.5394162,-1.5812575,145.15784375,55.01625,24.545111328125,27.6830546875,-1,1,1,-1,13,13,13,13,0.03096962,-0.0153923035,99.65443,104.632614,0.21037361,0.49272013,31.322271,4.188906,0.0,0.0,0.0,0.0,0.0355243,0.042605538,0.09628422,0.38341752,2.3756922539556578,86.11408227373973,2.3756922539556578,108.86091087657205,0.1967713054998723
565,36.94257421875,29.250814453125,29.080423828125,7.49614990234375,-0.004957859,-0.49777895,-2.2965128,-0.23754728,2.676228,-1.456087,1.6263021,2.7229874,36.9431796875,32.950375,145.984796875,7.7086455078125,-1,-1,1,-1,13,13,13,11,-19.782394,-0.01563263,-0.07493591,81.09758,415.05087,0.01738838,0.07015219,4.813104,0.0,0.0,0.040290065,0.0,0.026955707,0.030640172,0.003864892,0.30300725,83.53807669750807,98.30908811743069,26.008300460423303,149.95415744957134,0.192225418588988
566,37.92389453125,33.74004296875,25.70827734375,13.5193173828125,-0.54821247,-1.7913331,0.0013719365,0.1730139,-2.9983277,0.20589784,1.8747705,0.3808316,43.76694921875,103.9898984375,25.70851953125,13.7221650390625,-1,1,-1,-1,13,13,13,11,0.013374567,-0.035439134,-129.68033,-51.632008,0.9037408,0.047867667,42.579483,0.66870487,0.0,0.0,0.0,0.0,0.058894318,-0.023846032,-0.042465147,0.39034584,74.32149000184567,85.7830605978229,25.534802225269036,142.101409347094,0.22064173635829581
567,43.19173828125,41.76425390625,10.645443359375,10.465591796875,0.05094867,-0.9328557,0.5445865,-0.69870216,-2.0289614,1.174343,-2.4958122,1.1025438,43.2479375,61.293015625,12.2638837890625,13.1257939453125,1,-1,-1,1,13,13,13,11,0.076488495,-0.014919281,-14.077715,-14.320017,0.6296415,0.23870589,9.499803,28.354807,0.0,0.0,0.0,3.887564,0.023102777,0.0021737323,0.27264374,0.0054979213,14.587869665893827,95.39400530134554,24.867609306524063,121.85741574767515,0.2963584935136955
568,54.54628125,20.131255859375,7.8945693359375,7.72227734375,0.08130381,-1.4923134,2.4318993,2.1586187,-0.2820558,-2.7755644,0.4183079,-1.4314122,54.726765625,47.02898828125,45.268828125,33.88015234375,1,-1,-1,1,13,13,11,11,0.027065277,0.005970001,-13.301861,-13.919342,1.0942106,0.77164197,1.7040919,1.5503415,0.0,0.0,0.0,0.0,-0.015867967,0.019071942,-0.008778061,0.23959887,12.652256698723193,85.29821251970336,12.652256698723193,169.3887627408013,0.26106775072389743
569,39.339109375,38.625171875,10.336376953125,8.7030361328125,-0.46368632,0.69190335,-0.30027056,-0.038765404,0.648978,-2.5193787,2.3750958,2.4163828,43.64460546875,48.2455859375,10.805865234375,8.709576171875,1,-1,-1,1,13,13,11,11,-0.082645416,0.024873734,14.000454,12.476215,1.8216326,0.034792334,4.402538,15.740395,0.0,0.0,0.098502174,0.0,0.01089238,-0.024369014,0.49976933,0.47009864,2.5179816929345855,91.33491071734161,2.5179816929345855,109.41123477312875,0.3290584057623735
570,44.17946484375,40.24931640625,12.20223828125,7.30339404296875,0.6345043,0.49283323,-0.9417716,-1.6071241,0.013082754,-3.010161,-0.95686567,2.1871471,53.37519921875,45.2371484375,18.02549609375,18.948318359375,1,-1,1,-1,13,13,11,11,-0.0038878918,0.060368538,18.00296,43.509403,2.207316,2.0402598,1.6288782,1.305737,0.0,0.0,0.0,0.0,-0.020260233,-0.02165106,0.29412767,0.050600167,19.934878537477204,84.40195192287081,19.934878537477204,133.65481576369876,0.12161344598434094
571,61.2634140625,43.81012890625,10.646990234375,9.34991015625,-0.5869584,0.11669155,1.1109201,0.6361698,2.937736,1.1394492,-1.5336992,-1.1999761,72.12321875,44.108875,17.921365234375,11.30659765625,-1,1,-1,1,13,13,13,11,0.02111435,0.08024597,-116.26096,-116.25198,4.469412,2.2341442,3.6125488,4.470717,0.0,0.0,0.0,0.0,-0.010857056,-0.0044453735,-0.07913747,0.054727264,47.59907707320902,89.23699824713148,5.819289679475178,135.99932193265246,0.15534594530006063
572,48.835265625,47.0138125,8.3961689453125,7.6444306640625,-0.6566571,-0.5208565,2.43194,2.1584282,0.10382794,-2.6996686,0.41852245,-1.4314244,59.7480234375,53.536625,48.14701953125,33.53239453125,1,-1,-1,1,13,13,11,11,0.05564499,0.025167465,28.11502,27.550407,3.7490442,1.1375638,1.7106118,1.5458963,0.0,0.0,0.0,0.0,-0.012612361,-0.0020241789,-0.024594227,0.24553466,12.983451982071859,94.69014959660575,12.983451982071859,192.41069391024763,0.27999874801110247
573,34.3733515625,33.24554296875,12.084421875,9.5793916015625,-0.06325183,-1.8708475,1.3513296,-0.318042,1.1466527,1.7603334,-1.0253905,1.2494074,34.442296875,110.50475,24.902916015625,10.067970703125,-1,-1,1,1,13,13,13,11,-31.052742,-0.19161555,-0.09406251,11.700502,13.482913,2.888986,1.5221562,1.5312696,0.0704815,0.072222345,0.0,0.0,0.01835349,-0.0013706111,-0.10720085,0.12889037,47.750741110501366,104.14554979581472,4.997971468339455,142.26430017314777,0.15729196541170334
574,50.50844921875,27.29885546875,8.5939931640625,7.7619072265625,-0.1986978,-0.35264573,-1.786716,1.5664959,-0.9690165,2.564508,-1.4678761,1.9365871,51.5088984375,29.014140625,26.3720625,19.399375,1,-1,1,-1,13,13,11,11,-0.06713772,0.0061893463,39.724556,-0.012207985,0.36625385,0.15164912,12.740419,0.23072667,0.0,0.03956291,0.0,0.0,0.0054700975,0.031451013,0.21609417,-0.04433518,45.1505817717503,73.06830978132604,45.1505817717503,120.06595064807712,0.17849082547174638
575,32.26296484375,29.22676953125,9.550033203125,7.82684716796875,-0.79990786,0.14363183,1.5071816,0.08756118,-0.7663402,-3.0611653,-0.49374563,2.0170834,43.14710546875,29.528953125,22.612453125,7.85687060546875,1,-1,-1,-1,13,13,13,11,-0.030097961,0.041927338,95.55271,-0.36004257,2.2274945,4.129913,3.423443,13.887035,0.0,0.0,0.0,0.4546216,-0.035371557,-0.04032316,-0.048097953,0.049313303,50.32181769899804,63.55143082631008,21.164478944696437,100.67435391709523,0.1667975121515739
576,47.88169140625,46.5878046875,9.3360732421875,7.3235234375,2.1422334,1.8664737,-0.3058781,1.3600214,1.8703322,-1.3096393,-2.1829696,-0.5226163,206.7491875,154.208578125,9.7762373046875,15.2074140625,-1,1,1,-1,13,13,11,13,0.08647156,-0.18476868,-18.196972,-12.514744,1.546734,1.2380446,9.914085,23.830248,0.024767956,0.0,0.0,0.0,-0.010787018,-0.001720812,0.064796984,0.0037607404,17.03481259222174,95.34289208729636,19.669640781383368,142.3875295431687,0.29154216171916425
577,84.3666328125,46.5816015625,22.735609375,17.703607421875,0.04054472,-1.9874637,-1.8779107,-1.905561,2.3986294,1.6603523,-1.3431826,-1.3517859,84.4360546875,173.14490625,76.081796875,60.82886328125,-1,1,-1,1,13,13,13,11,75.10541,0.10036087,-0.07194233,-0.09016228,285.4712,0.70182747,0.5704255,0.97376335,0.0,0.0,0.3236969,0.0,0.024082389,-0.019342616,0.0960038,0.2655245,65.02975303483557,156.73912284362925,0.5980857165838669,248.43187959929085,0.0
578,39.51337109375,30.090625,8.06355078125,7.85198291015625,-1.5094341,0.31906018,-0.8659473,-1.2319379,-0.8611663,-2.6055596,1.8048196,1.4079394,93.749578125,31.63544140625,11.2805439453125,14.6030888671875,1,-1,1,1,13,13,11,11,0.044525146,-0.011180878,-0.115543365,-0.19952393,0.0037540602,0.2382033,0.6621651,12.137172,0.0,0.0,0.6089209,0.27285913,-0.029186845,0.047460157,0.025890017,-0.031134946,89.45746471574816,89.45746471574816,4.2917125043672675,113.51390782974867,0.0
579,45.57158203125,43.00358984375,11.454943359375,7.6505419921875,0.10643586,0.37960002,1.5123376,0.06380862,1.0051626,-2.2702034,-2.4562151,-0.5439241,45.830078125,46.139421875,27.249904296875,7.6661220703125,-1,1,-1,1,13,13,13,11,-0.019268036,0.0060157776,-48.97229,15.492928,5.284575,2.0752664,1.240107,0.41820574,0.0,0.0,0.0,0.0,0.037726186,-0.012118032,-0.1301632,-0.16488968,26.826113656431748,89.16915493085216,21.268640932718082,117.675060184644,0.16487128875983345
580,47.59598046875,39.55244140625,10.7092802734375,10.284166015625,2.387737,2.0076027,0.54467636,-0.6987246,-1.094032,2.1482086,-2.4958708,1.1025546,261.31771875,149.898984375,12.337970703125,12.8984267578125,1,-1,-1,1,13,13,13,11,-0.047087193,-0.07319355,8.098492,7.8617606,1.8137066,0.95645887,9.214442,28.448965,0.0,0.0,0.0,0.0,-0.004778984,-0.0017559336,0.20587577,-0.012804884,55.93606239504875,88.24087589214336,24.725581850250222,174.7496103917907,0.394773984010251
581,42.80730859375,41.59286328125,16.39889453125,9.512806640625,-0.15923159,-0.9015179,-1.0227097,-1.1277304,0.8677121,-2.491954,-0.56295675,-0.6008707,43.35126953125,59.67113671875,25.7492578125,16.2311220703125,1,-1,-1,1,13,13,13,13,-0.047148228,-0.0068073273,88.23764,89.27337,1.1035585,1.4301184,9.981211,3.6930125,0.03261305,0.0,0.0,0.0,0.0001285968,0.020403322,0.10489871,0.008586364,1.4118554106635481,89.80270939264076,1.4118554106635481,117.85007005052329,0.16352962271674237
582,43.34028125,43.26458984375,22.636955078125,7.05415283203125,-1.8948567,-2.2658498,0.071203195,-2.1616096,-2.570419,0.63651663,1.8003978,1.7371048,147.398921875,210.76465625,22.694609375,31.039140625,-1,1,1,-1,13,13,13,11,-0.052045822,-0.12998772,-34.17792,0.9863758,3.8216405,1.6778114,74.680176,0.28845876,0.0,0.042596176,0.0,0.0,0.062418442,-0.0044808057,0.036003355,0.11253478,88.05384320165443,88.32980795297105,18.362192257654026,165.56372417476652,0.2879077992955426
583,59.648765625,59.099953125,41.15830859375,7.56081689453125,-1.5749786,2.4059865,-2.2318156,-0.24753483,2.830509,-0.84035486,0.9493755,-3.1332839,150.24484375,330.3551875,193.94003125,7.79435693359375,1,-1,-1,1,13,11,13,13,-0.12031555,98.97698,-0.15719032,99.64354,0.22237411,1.7167512,2.494589,0.93771815,0.019705972,0.0,0.0,0.0,-0.01357954,0.041086957,0.073206626,0.008785852,51.70265095563146,86.64523933150942,83.4841570569328,682.2775869145858,0.29123991914358033
584,87.969328125,43.8148046875,11.30187890625,8.682669921875,-2.387256,-2.3449163,-1.9699928,-1.6678971,-0.32160762,-1.8079063,1.7893277,-0.31331995,482.7523125,230.64675,41.30883203125,23.83241796875,1,-1,1,-1,13,13,11,11,0.13169289,0.36213112,0.056617737,-1.2112923,0.8411425,1.582381,1.3380363,22.712383,0.0,0.0,0.0,0.0,0.007376478,-0.0070964387,0.14789636,-0.047619574,17.458937592396495,84.05402485783483,17.458937592396495,117.48780284304507,0.2378553631778578
585,91.9844921875,21.819830078125,9.4247138671875,7.17008056640625,0.5451484,2.158417,-0.30629757,1.3600256,-0.49788788,-1.8248463,-2.1830091,-0.52284914,105.994703125,95.7119765625,9.8702861328125,14.8888583984375,1,-1,1,-1,13,13,11,13,-0.091386795,-0.03967285,83.57129,89.22537,2.0891902,1.7808028,9.165766,26.392445,0.0,0.0,0.0,0.0,-0.006842599,-0.0006373748,-0.006187631,0.31502032,21.522997620388395,97.49225126725246,19.557744542174525,123.83545942111483,0.0801702000969375
586,76.798234375,29.835326171875,18.893208984375,7.00674462890625,0.72110885,1.254757,1.1364479,2.0693152,1.7470878,-1.4275155,-1.7354147,-1.2435207,97.6461484375,56.5698359375,32.464564453125,28.186978515625,-1,1,-1,1,13,13,11,11,-0.018245697,0.010648727,0.02295494,-0.51976013,1.046678,1.8338513,0.7655089,0.3027892,0.048063822,0.09278318,0.054770663,0.4331799,0.009307178,-0.03213935,0.039622955,0.4444584,12.457646810910372,99.15091531453777,12.457646810910372,139.16577579194052,0.2517730878744721
587,47.004953125,42.6404375,9.8438798828125,7.46942431640625,1.4189827,1.3502134,1.2182631,0.3133409,2.5277355,-0.8387664,0.17319915,-2.112552,102.8204296875,87.7846484375,18.098234375,7.83911767578125,1,-1,1,1,13,13,11,11,-0.0119018555,0.075149536,-0.019931793,-5.7297363,0.78181034,1.6211833,0.26925513,0.7256837,0.0,0.0,0.16879506,0.0,-0.006708618,-0.026479715,0.29805547,0.32802045,89.0270361546282,89.0270361546282,17.547006106669496,110.8384930768351,0.1636123682685719
588,38.96620703125,36.73488671875,8.18147998046875,7.4699404296875,-2.433091,-1.1145452,2.4318645,2.1584964,0.88654584,-2.1582031,0.41866902,-1.4314362,223.70134375,62.01309765625,46.9124140625,32.7691640625,1,-1,-1,1,13,13,11,11,0.3401947,-0.054336548,158.40681,157.80223,2.9046338,2.9104369,1.6000543,1.5664641,0.0,0.0,0.0,0.0,0.017202077,0.018890029,-0.02742316,0.19943558,12.66978962737163,92.6447416893916,12.66978962737163,310.5027734490297,0.30106981111193665
589,45.3570703125,31.17318359375,23.585150390625,7.7955263671875,-1.1158633,0.24565326,-0.04678923,-0.36833647,-0.59386086,1.9784236,1.6475968,2.1206763,76.649765625,32.118677734375,23.611208984375,8.3303486328125,-1,1,1,1,13,13,13,11,-0.054597855,-0.032654762,91.02223,-0.03836918,1.721225,2.9407935,27.617859,4.5858474,0.0,0.054831322,0.0,0.14577276,0.010805885,0.005579461,-0.038187232,0.60465217,69.3750676922434,90.89284859270441,7.718536411197021,122.2058138197932,0.2828845106485746
590,40.2409609375,35.3782890625,11.891880859375,7.369419921875,-0.55528015,-1.908613,-0.1949208,-0.78311735,0.22754863,-2.0080097,0.5788083,-2.0231495,46.60600390625,121.9138828125,12.1185078125,9.747025390625,-1,1,1,-1,13,13,11,11,0.01761055,0.017101288,-75.065895,-74.93463,1.5715814,4.050254,36.102283,0.8771356,0.0,0.0,0.0,0.0,0.021360414,0.009291484,0.13116913,0.05936605,18.890274802472295,87.37451422744887,18.890274802472295,112.18881420241773,0.17242412431825163
